,NDVI
2000-02-29,0.5339659946970066
2000-03-31,0.5075057897799531
2000-04-30,0.5381354896465469
2000-05-31,0.572294085287564
2000-06-30,0.5154558993878351
2000-07-31,0.4405021837773785
2000-08-31,0.40096993776837014
2000-09-30,0.3659506999775928
2000-10-31,0.48392170265287215
2000-11-30,0.6258914817636878
2000-12-31,0.6042279556204915
2001-01-31,0.5976369824471149
2001-02-28,0.5959226849796745
2001-03-31,0.5923335147173415
2001-04-30,0.5853974033161854
2001-05-31,0.5884444469701042
2001-06-30,0.5752361225557221
2001-07-31,0.5357766150068027
2001-08-31,0.5422757003216894
2001-09-30,0.5503903620180179
2001-10-31,0.5488418076292885
2001-11-30,0.6112928086607
2001-12-31,0.6641781259656047
2002-01-31,0.6306150302405831
2002-02-28,0.5967613826676772
2002-03-31,0.5266197229043924
2002-04-30,0.5366428697464807
2002-05-31,0.6924025777313096
2002-06-30,0.5858888508648921
2002-07-31,0.5102474006628086
2002-08-31,0.4350171698567906
2002-09-30,0.422157488399056
2002-10-31,0.3356248502863806
2002-11-30,0.542056159036113
2002-12-31,0.6158565737237787
2003-01-31,0.6442072850201511
2003-02-28,0.5803231395022793
2003-03-31,0.5550302397039502
2003-04-30,0.5706422087024239
2003-05-31,0.6388509105665299
2003-06-30,0.589318597157577
2003-07-31,0.5010120441142534
2003-08-31,0.47401478158229926
2003-09-30,0.48979704593490303
2003-10-31,0.5153847666245268
2003-11-30,0.5277542670901343
2003-12-31,0.621099105143991
2004-01-31,0.5582974816870298
2004-02-29,0.5667807523403705
2004-03-31,0.5265991460764932
2004-04-30,0.573990822410559
2004-05-31,0.63806999955245
2004-06-30,0.5452879879972068
2004-07-31,0.4471780843684269
2004-08-31,0.43846845522378797
2004-09-30,0.46158626252128876
2004-10-31,0.47194723945565265
2004-11-30,0.5827260086482997
2004-12-31,0.580430602475743
2005-01-31,0.5631830373541478
2005-02-28,0.5357946654832002
2005-03-31,0.5513691964408677
2005-04-30,0.5853655980965556
2005-05-31,0.6339470662309759
2005-06-30,0.5950974221831182
2005-07-31,0.5005436917364268
2005-08-31,0.47643281985141817
2005-09-30,0.4844022629980501
2005-10-31,0.514456880973557
2005-11-30,0.5827246753183412
2005-12-31,0.5680126305431554
2006-01-31,0.5073229720206739
2006-02-28,0.4929664340042009
2006-03-31,0.5527860633010598
2006-04-30,0.5677191108931013
2006-05-31,0.6114180680570963
2006-06-30,0.5770222023989467
2006-07-31,0.49037332187108656
2006-08-31,0.47497466754156437
2006-09-30,0.4588195067208407
2006-10-31,0.4821953098322217
2006-11-30,0.47667073880241373
2006-12-31,0.6076176465785752
2007-01-31,0.6308355569176688
2007-02-28,0.6082674680240012
2007-03-31,0.5400870655930706
2007-04-30,0.555998965286777
2007-05-31,0.5744497213976403
2007-06-30,0.6233294548602262
2007-07-31,0.5487687268348749
2007-08-31,0.5124233963385659
2007-09-30,0.5115694786501139
2007-10-31,0.5078402453558643
2007-11-30,0.5159704248434097
2007-12-31,0.6458045273143045
2008-01-31,0.5318566037792949
2008-02-29,0.5718305595408752
2008-03-31,0.5246372452068315
2008-04-30,0.49492472898508855
2008-05-31,0.5543151774799605
2008-06-30,0.5995334890227597
2008-07-31,0.519143143571905
2008-08-31,0.4744484287914149
2008-09-30,0.46397144137716595
2008-10-31,0.5464609739206726
2008-11-30,0.6208092098506212
2008-12-31,0.5910168297978838
2009-01-31,0.5270466165070111
2009-02-28,0.5570500240217802
2009-03-31,0.5938607825742319
2009-04-30,0.5491410786766429
2009-05-31,0.6070326964943833
2009-06-30,0.6069199232290357
2009-07-31,0.4994169206217402
2009-08-31,0.4585558783967692
2009-09-30,0.4736630359993569
2009-10-31,0.3978781574393194
2009-11-30,0.565072678285202
2009-12-31,0.6135546575132713
2010-01-31,0.6270188937240347
2010-02-28,0.5699103547869702
2010-03-31,0.5616285933957181
2010-04-30,0.5851644702081618
2010-05-31,0.6292998240790684
2010-06-30,0.6083767698634379
2010-07-31,0.5137241631887834
2010-08-31,0.44576584208691117
2010-09-30,0.4662043426185043
2010-10-31,0.5518315294556373
2010-11-30,0.5848907545885594
2010-12-31,0.6226765007127937
2011-01-31,0.5446653819229241
2011-02-28,0.5532786811413102
2011-03-31,0.5917405396691704
2011-04-30,0.5356362481999317
2011-05-31,0.6026758132576604
2011-06-30,0.6117701283043437
2011-07-31,0.5625578914706088
2011-08-31,0.5190311127217193
