,NDVI
2000-02-29,0.2501405940810374
2000-03-31,0.24782255901936834
2000-04-30,0.29332697120967544
2000-05-31,0.4173214114690781
2000-06-30,0.38608039947897616
2000-07-31,0.39305597630136413
2000-08-31,0.4303816209086203
2000-09-30,0.45428759569243726
2000-10-31,0.48256908568634477
2000-11-30,0.4458387809892148
2000-12-31,0.39196815728694145
2001-01-31,0.3176473173078631
2001-02-28,0.28286629844697225
2001-03-31,0.2941940870195381
2001-04-30,0.35507728423826745
2001-05-31,0.3988165490672446
2001-06-30,0.3012123467845894
2001-07-31,0.40862213508251144
2001-08-31,0.4639475064411271
2001-09-30,0.4577981897502611
2001-10-31,0.45289793114429977
2001-11-30,0.4373089286692663
2001-12-31,0.3675260445959224
2002-01-31,0.3170007387590879
2002-02-28,0.28611263428470807
2002-03-31,0.3037830211251502
2002-04-30,0.3612480331726713
2002-05-31,0.37689752762679885
2002-06-30,0.35453411270666413
2002-07-31,0.3951340734243245
2002-08-31,0.4460289626893773
2002-09-30,0.46039580659865154
2002-10-31,0.45506549799660906
2002-11-30,0.4116719849815972
2002-12-31,0.36020555024301715
2003-01-31,0.3357710360718914
2003-02-28,0.2930502569090004
2003-03-31,0.28793065514704475
2003-04-30,0.341303797564877
2003-05-31,0.38138135852061417
2003-06-30,0.3814355475833656
2003-07-31,0.39075592265213566
2003-08-31,0.4544860935127788
2003-09-30,0.45949376377273143
2003-10-31,0.4414149467679466
2003-11-30,0.39831228069907315
2003-12-31,0.3786845246428402
2004-01-31,0.3267660229669233
2004-02-29,0.2987152818759487
2004-03-31,0.274802310025998
2004-04-30,0.37057663963934184
2004-05-31,0.3731601889516901
2004-06-30,0.3679585047527657
2004-07-31,0.399608516546134
2004-08-31,0.45141200244730567
2004-09-30,0.44024126391856994
2004-10-31,0.4516701400392475
2004-11-30,0.42727929223836547
2004-12-31,0.3795381428944329
2005-01-31,0.31450404826281847
2005-02-28,0.2778551549079858
2005-03-31,0.29692880781368847
2005-04-30,0.3369536326858059
2005-05-31,0.4219228800431951
2005-06-30,0.4147505160506094
2005-07-31,0.42105794378699624
2005-08-31,0.4580568201005113
2005-09-30,0.4577789181355121
2005-10-31,0.4498906330503614
2005-11-30,0.41388987946515743
2005-12-31,0.3377844014449195
2006-01-31,0.29168087265473824
2006-02-28,0.2739693708049932
2006-03-31,0.29814992697141485
2006-04-30,0.3785787014692694
2006-05-31,0.41123321219211506
2006-06-30,0.38611575512954444
2006-07-31,0.39387852328700623
2006-08-31,0.45829941459815815
2006-09-30,0.45980145945021533
2006-10-31,0.45288395895353556
2006-11-30,0.4785349038137385
2006-12-31,0.44149168383876414
2007-01-31,0.3660022950348494
2007-02-28,0.317996067731109
2007-03-31,0.3035424682588126
2007-04-30,0.37625731495621206
2007-05-31,0.4139012317882119
2007-06-30,0.39882670394536196
2007-07-31,0.41788688024005605
2007-08-31,0.45721550145054524
2007-09-30,0.4810509317480366
2007-10-31,0.4599914667976931
2007-11-30,0.42364343324312803
2007-12-31,0.34331560959728435
2008-01-31,0.29911531525511914
2008-02-29,0.27078429918797786
2008-03-31,0.2600100954610326
2008-04-30,0.3321772841735392
2008-05-31,0.38835636864062983
2008-06-30,0.3893963867239729
2008-07-31,0.3611847340870509
2008-08-31,0.43398614041884154
2008-09-30,0.4452658565163531
2008-10-31,0.4705344392082285
2008-11-30,0.44145918285349095
2008-12-31,0.3724551625899406
2009-01-31,0.31127738878363653
2009-02-28,0.29082451729845493
2009-03-31,0.2778207283577482
2009-04-30,0.3480325527938628
2009-05-31,0.3623031444461788
2009-06-30,0.3457312490093283
2009-07-31,0.3803478877499723
2009-08-31,0.43792940691454624
2009-09-30,0.43481846512075006
2009-10-31,0.46104286519104093
2009-11-30,0.40735378568108116
2009-12-31,0.35253823291326003
2010-01-31,0.30899282649723087
2010-02-28,0.28531899021250895
2010-03-31,0.35169415704794166
2010-04-30,0.3764127347881062
2010-05-31,0.4131684576435397
2010-06-30,0.3874967625724257
2010-07-31,0.3953212426042989
2010-08-31,0.43717853972568665
2010-09-30,0.45463456096360355
2010-10-31,0.4421227310365374
2010-11-30,0.404282497587146
2010-12-31,0.33889608624479334
2011-01-31,0.30008261185013985
2011-02-28,0.27059529837895563
2011-03-31,0.26878936629646133
2011-04-30,0.29282487618107716
2011-05-31,0.37858441339356186
2011-06-30,0.4125421878709704
2011-07-31,0.40111532775526215
2011-08-31,0.4439202037950999
2011-09-30,0.46972020971205863
2011-10-31,0.47031360812643797
2011-11-30,0.44615922030806543
2011-12-31,0.40059919518128884
2012-01-31,0.31985176296880025
2012-02-29,0.2665989553608291
2012-03-31,0.25250227931138464
2012-04-30,0.32488519475691613
2012-05-31,0.38042108841430067
2012-06-30,0.36984573926113445
2012-07-31,0.40134683809104854
2012-08-31,0.4595284503447556
2012-09-30,0.471005164493155
2012-10-31,0.45859523722867485
2012-11-30,0.4332216960503783
2012-12-31,0.38070442954529354
2013-01-31,0.3180088806881909
2013-02-28,0.2762571345435264
2013-03-31,0.3039301613463665
2013-04-30,0.38668412931198437
2013-05-31,0.3935258652341378
2013-06-30,0.3672852393192739
2013-07-31,0.3984074482093678
2013-08-31,0.46293429694638166
2013-09-30,0.46740309470615304
2013-10-31,0.47974301566027155
2013-11-30,0.4604721183943581
2013-12-31,0.3872624273525853
2014-01-31,0.3186253438414193
2014-02-28,0.2865349716383658
2014-03-31,0.3102321101450626
2014-04-30,0.3793005651200927
2014-05-31,0.4310919912317622
2014-06-30,0.37650427576005113
2014-07-31,0.3657675120378463
2014-08-31,0.4379286198483788
2014-09-30,0.4647988741919305
2014-10-31,0.49801383456926884
2014-11-30,0.45581507676859
2014-12-31,0.3828276075982583
2015-01-31,0.31077785502947564
2015-02-28,0.27045446580500954
2015-03-31,0.27657935857960514
2015-04-30,0.3472372641041963
2015-05-31,0.41585545606465224
2015-06-30,0.4062238016720456
2015-07-31,0.406743811525895
2015-08-31,0.45033720811873257
2015-09-30,0.4462500153037911
2015-10-31,0.4605204477125368
2015-11-30,0.4623859210822573
2015-12-31,0.39590832841744134
2016-01-31,0.33028287593823147
2016-02-29,0.2818370965155287
2016-03-31,0.2819883520678812
2016-04-30,0.3592435198064202
2016-05-31,0.4397142049935515
2016-06-30,0.38353693089408986
2016-07-31,0.42760290653231586
2016-08-31,0.4603252515150922
2016-09-30,0.4447358306838614
2016-10-31,0.41934153436136656
2016-11-30,0.37481698480564735
2016-12-31,0.34928056012675235
2017-01-31,0.29144831897137013
2017-02-28,0.2782970412646536
2017-03-31,0.2890792550402196
2017-04-30,0.33597213228890777
2017-05-31,0.41945308870670295
2017-06-30,0.39122833314673633
2017-07-31,0.3920888925096718
2017-08-31,0.43703666982683875
2017-09-30,0.47579374854706
2017-10-31,0.4639292569028734
2017-11-30,0.4506653725603802
2017-12-31,0.3663310903939412
2018-01-31,0.3034224586755737
2018-02-28,0.2800785205284035
2018-03-31,0.3205951953230372
2018-04-30,0.40819157949263996
2018-05-31,0.411825262945407
2018-06-30,0.409704847406606
2018-07-31,0.43540337939252394
2018-08-31,0.466658670087535
2018-09-30,0.4743711042659903
2018-10-31,0.46761621562431416
2018-11-30,0.4609605904199462
2018-12-31,0.3885648810568313
2019-01-31,0.3190320456078923
2019-02-28,0.27836758517856164
2019-03-31,0.2896899942256397
2019-04-30,0.3430598101243254
