,NDVI
2000-02-29,0.20970118554125078
2000-03-31,0.20376397243653305
2000-04-30,0.18028649983317122
2000-05-31,0.1513414396235624
2000-06-30,0.14363809462819144
2000-07-31,0.13731247244459333
2000-08-31,0.13549720218729353
2000-09-30,0.14033994405686934
2000-10-31,0.16078402817487186
2000-11-30,0.17097017901500944
2000-12-31,0.18393695556683992
2001-01-31,0.18958578557187442
2001-02-28,0.18983259490217425
2001-03-31,0.19157370935723364
2001-04-30,0.17685390257015304
2001-05-31,0.1507858604047394
2001-06-30,0.13787673970938563
2001-07-31,0.13220449969959752
2001-08-31,0.13355603817566047
2001-09-30,0.13771132488505672
2001-10-31,0.14120591785926656
2001-11-30,0.14985946431779235
2001-12-31,0.163249536744682
2002-01-31,0.16392848891713874
2002-02-28,0.1661047329810631
2002-03-31,0.1670324730602697
2002-04-30,0.1614733278136958
2002-05-31,0.1463593391784045
2002-06-30,0.1346426800864402
2002-07-31,0.13062028205360626
2002-08-31,0.1343705205293136
2002-09-30,0.1394490413084557
2002-10-31,0.14352333645250143
2002-11-30,0.15785149586310798
2002-12-31,0.17929203131064292
2003-01-31,0.18880147351598126
2003-02-28,0.1999625203977402
2003-03-31,0.21697479013199988
2003-04-30,0.21963230551812865
2003-05-31,0.1727836628992017
2003-06-30,0.15012709112287306
2003-07-31,0.14244310067743962
2003-08-31,0.14056470395385867
2003-09-30,0.15804741370938244
2003-10-31,0.1762803659534973
2003-11-30,0.1914361658593408
2003-12-31,0.20437614719078256
2004-01-31,0.21201774520599687
2004-02-29,0.22743564951340056
2004-03-31,0.2387117617518671
2004-04-30,0.22280985570353773
2004-05-31,0.18031863235773657
2004-06-30,0.15713431851005236
2004-07-31,0.15258361986010974
2004-08-31,0.14907747406200778
2004-09-30,0.15463446639849004
2004-10-31,0.16368917424489504
2004-11-30,0.17563293229686128
2004-12-31,0.19912779730521252
2005-01-31,0.19535915926606445
2005-02-28,0.20191382865161828
2005-03-31,0.20880788137126943
2005-04-30,0.212863864924964
2005-05-31,0.17035873072701951
2005-06-30,0.1514643244973909
2005-07-31,0.1430123142525201
2005-08-31,0.14413643560150555
2005-09-30,0.15491034600057008
2005-10-31,0.1572712099438263
2005-11-30,0.16897276869369526
2005-12-31,0.18408649354618484
2006-01-31,0.19494749403746975
2006-02-28,0.21497483347625695
2006-03-31,0.22597457946300703
2006-04-30,0.21275891710346334
2006-05-31,0.1709989156211308
2006-06-30,0.15156620604543275
2006-07-31,0.1481254269341879
2006-08-31,0.1451017630612318
2006-09-30,0.15201787211144335
2006-10-31,0.1600026003668182
2006-11-30,0.16883115954097883
2006-12-31,0.18858030640286522
2007-01-31,0.20236581126475828
2007-02-28,0.22078510198081547
2007-03-31,0.23001383469539363
2007-04-30,0.22666383086153413
2007-05-31,0.1859748248503224
2007-06-30,0.15845128863998054
2007-07-31,0.151132004073889
2007-08-31,0.14884122485361112
2007-09-30,0.1537197962198485
2007-10-31,0.16335504800213757
2007-11-30,0.18084954203128545
2007-12-31,0.19395496636806364
2008-01-31,0.20393904840551172
2008-02-29,0.2052670857962141
2008-03-31,0.20852027937489714
2008-04-30,0.19155184857703506
2008-05-31,0.1579538175903215
2008-06-30,0.14603990175604553
2008-07-31,0.14011176167835818
2008-08-31,0.14008381228084965
2008-09-30,0.15127642555181303
2008-10-31,0.17371401191534686
2008-11-30,0.17775812458319257
2008-12-31,0.18729997298879758
2009-01-31,0.1955151485326599
2009-02-28,0.2048749142991934
2009-03-31,0.21915886223039818
2009-04-30,0.23016708840629008
2009-05-31,0.18957426098023103
2009-06-30,0.1593926358838279
2009-07-31,0.14894399280211995
2009-08-31,0.15012500982712365
2009-09-30,0.16605400408892446
2009-10-31,0.1851106154142839
2009-11-30,0.18520348613356655
2009-12-31,0.1901813191749364
2010-01-31,0.19198417236116797
2010-02-28,0.19379300419198572
2010-03-31,0.19890017859534712
2010-04-30,0.18982174801037247
2010-05-31,0.16005477715365743
2010-06-30,0.14886620501295122
2010-07-31,0.14177389470432733
